timestamp,event_id,split,event_type,site_id,synthetic_data,field_validated,distance_a_cm,distance_b_cm,rise_a_cm_min,rise_b_cm_min,distance_delta_abs_cm,current_precipitation_mm,rain_1h_mm,rain_6h_mm,max_probability_6h,node_a_valid,node_b_valid,node_a_online,node_b_online,weather_stale,label_available,critical_within_5min
2026-07-01T21:14:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.75,12.911,-0.112,-0.038,0.161,1.787,7.375,25.534,84.4,1,1,1,1,0,1,0
2026-07-01T21:15:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.613,12.873,0.137,0.038,0.26,1.643,7.92,25.691,84.9,1,1,1,1,0,0,
2026-07-01T21:16:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.703,12.981,-0.09,-0.108,0.278,1.764,7.707,26.426,90.5,1,1,1,1,0,0,
2026-07-01T21:17:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.479,12.84,0.224,0.141,0.361,1.844,8.524,26.09,90.1,1,1,1,1,0,0,
2026-07-01T21:18:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.583,12.789,-0.104,0.051,0.206,1.903,8.448,26.926,92.5,1,1,1,1,0,0,
2026-07-01T21:19:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.659,12.898,-0.076,-0.109,0.239,1.755,8.834,28.742,94.0,1,1,1,1,0,0,
2026-07-02T00:00:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.742,13.077,0.0,0.0,0.335,0.565,3.044,14.597,65.9,1,1,1,1,0,1,0
2026-07-02T00:01:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.925,12.999,-0.183,0.078,0.074,0.523,3.16,15.196,70.6,1,1,1,1,0,1,0
2026-07-02T00:02:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.979,13.153,-0.054,-0.154,0.174,0.744,3.908,16.009,71.4,1,1,1,1,0,1,0
2026-07-02T00:03:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.907,13.241,0.072,-0.088,0.334,0.707,4.573,16.832,71.8,1,1,1,1,0,1,0
2026-07-02T00:04:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.053,13.106,-0.146,0.135,0.053,0.953,4.577,17.657,73.7,1,1,1,1,0,1,0
2026-07-02T00:05:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.55,13.021,0.503,0.085,0.471,1.211,5.216,17.849,75.3,1,1,1,1,0,1,0
2026-07-02T00:06:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.223,12.453,0.327,0.568,0.23,1.222,5.64,20.063,74.2,1,1,1,1,0,1,0
2026-07-02T00:07:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.577,11.988,0.646,0.465,0.411,1.261,6.069,21.18,79.4,1,1,1,1,0,1,0
2026-07-02T00:08:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.333,11.752,0.244,0.236,0.419,1.626,6.52,22.197,77.2,1,1,1,1,0,1,0
2026-07-02T00:09:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.914,11.233,0.419,0.519,0.319,1.657,6.852,22.09,82.8,1,1,1,1,0,1,0
2026-07-02T00:10:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.222,10.805,0.692,0.428,0.583,1.715,7.625,23.91,81.5,1,1,1,1,0,1,0
2026-07-02T00:11:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.637,10.398,0.585,0.407,0.761,1.933,8.029,23.225,86.3,1,1,1,1,0,1,1
2026-07-02T00:12:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.415,9.955,0.222,0.443,0.54,1.861,8.689,25.331,86.0,1,1,1,1,0,1,1
2026-07-02T00:13:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.911,9.725,0.504,0.23,0.814,1.91,8.604,26.227,84.5,1,1,1,1,0,1,1
2026-07-02T00:14:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.649,9.222,0.262,0.503,0.573,1.905,9.466,26.63,91.1,1,1,1,1,0,1,1
2026-07-02T00:15:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.055,8.804,0.594,0.418,0.749,2.323,9.516,26.545,91.4,1,1,1,1,0,0,
2026-07-02T00:16:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.524,8.255,0.531,0.549,0.731,2.366,10.105,29.318,94.7,1,1,1,1,0,0,
2026-07-02T00:17:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.132,8.094,0.392,0.161,0.962,2.539,10.755,29.052,93.9,1,1,1,1,0,0,
2026-07-02T00:18:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.819,7.742,0.313,0.352,0.923,2.726,11.156,29.322,94.2,1,1,1,1,0,0,
2026-07-02T00:19:00Z,SYN-008,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.552,7.33,0.267,0.412,0.778,2.836,11.674,30.983,96.0,1,1,1,1,0,0,
2026-07-02T03:00:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.871,13.201,0.0,0.0,0.33,0.482,2.758,14.897,70.2,1,1,1,1,0,1,0
2026-07-02T03:01:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.028,13.145,-0.157,0.056,0.117,0.653,3.168,15.76,69.3,1,1,1,1,0,1,0
2026-07-02T03:02:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.99,13.121,0.038,0.024,0.131,0.886,4.067,16.078,72.0,1,1,1,1,0,1,0
2026-07-02T03:03:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.055,13.147,-0.065,-0.026,0.092,0.922,4.054,15.745,73.5,1,1,1,1,0,1,0
2026-07-02T03:04:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.116,13.168,-0.061,-0.021,0.052,0.975,4.675,18.198,74.3,1,1,1,1,0,1,0
2026-07-02T03:05:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.579,12.892,0.537,0.276,0.313,1.186,5.242,18.54,76.2,1,1,1,1,0,1,0
2026-07-02T03:06:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.147,12.553,0.432,0.339,0.406,1.28,5.819,19.391,77.0,1,1,1,1,0,1,0
2026-07-02T03:07:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.756,12.16,0.391,0.393,0.404,1.226,6.405,20.267,80.1,1,1,1,1,0,1,0
2026-07-02T03:08:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.22,11.542,0.536,0.618,0.322,1.459,6.723,20.718,83.0,1,1,1,1,0,1,0
2026-07-02T03:09:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.86,11.13,0.36,0.412,0.27,1.656,7.348,22.474,82.8,1,1,1,1,0,1,0
2026-07-02T03:10:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.159,10.778,0.701,0.352,0.619,1.787,7.599,22.002,81.9,1,1,1,1,0,1,0
2026-07-02T03:11:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.914,10.375,0.245,0.403,0.461,1.763,8.067,22.97,86.0,1,1,1,1,0,1,1
2026-07-02T03:12:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.372,9.988,0.542,0.387,0.616,2.052,8.111,24.275,87.6,1,1,1,1,0,1,1
2026-07-02T03:13:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.875,9.362,0.497,0.626,0.487,2.257,8.686,25.166,85.0,1,1,1,1,0,1,1
2026-07-02T03:14:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.474,9.133,0.401,0.229,0.659,2.076,9.206,27.158,88.2,1,1,1,1,0,1,1
2026-07-02T03:15:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.07,8.901,0.404,0.232,0.831,2.406,9.823,26.597,92.9,1,1,1,1,0,0,
2026-07-02T03:16:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.661,8.388,0.409,0.513,0.727,2.471,10.433,27.711,92.9,1,1,1,1,0,0,
2026-07-02T03:17:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.252,7.921,0.409,0.467,0.669,2.482,10.935,28.316,95.6,1,1,1,1,0,0,
2026-07-02T03:18:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.866,7.804,0.386,0.117,0.938,2.467,10.877,29.566,93.6,1,1,1,1,0,0,
2026-07-02T03:19:00Z,SYN-009,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.511,7.399,0.355,0.405,0.888,2.798,11.536,30.799,97.7,1,1,1,1,0,0,
2026-07-02T06:00:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.782,13.138,0.0,0.0,0.356,0.433,2.97,13.543,65.2,1,1,1,1,0,1,0
2026-07-02T06:01:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.963,13.108,-0.181,0.03,0.145,0.504,3.625,14.329,68.7,1,1,1,1,0,1,0
2026-07-02T06:02:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.944,13.151,0.019,-0.043,0.207,0.86,4.105,16.054,68.8,1,1,1,1,0,1,0
2026-07-02T06:03:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.152,13.274,-0.208,-0.123,0.122,0.836,4.11,16.689,70.8,1,1,1,1,0,1,0
2026-07-02T06:04:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.021,13.198,0.131,0.076,0.177,1.009,4.875,17.962,76.7,1,1,1,1,0,1,0
2026-07-02T06:05:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.56,12.833,0.461,0.365,0.273,1.103,5.051,18.996,76.7,1,1,1,1,0,1,0
2026-07-02T06:06:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.163,12.48,0.397,0.353,0.317,1.296,5.679,18.4,78.1,1,1,1,1,0,1,0
2026-07-02T06:07:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.7,12.054,0.463,0.426,0.354,1.63,5.969,20.452,77.3,1,1,1,1,0,1,0
2026-07-02T06:08:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.128,11.547,0.572,0.507,0.419,1.49,6.685,21.531,81.4,1,1,1,1,0,1,0
2026-07-02T06:09:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.7,11.249,0.428,0.298,0.549,1.64,7.21,22.236,82.4,1,1,1,1,0,1,0
2026-07-02T06:10:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.271,10.814,0.429,0.435,0.543,1.643,7.385,22.601,82.6,1,1,1,1,0,1,0
2026-07-02T06:11:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.709,10.505,0.562,0.309,0.796,1.802,7.971,24.213,81.6,1,1,1,1,0,1,1
2026-07-02T06:12:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.367,10.045,0.342,0.46,0.678,2.071,8.176,25.431,87.0,1,1,1,1,0,1,1
2026-07-02T06:13:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.834,9.609,0.533,0.436,0.775,2.138,8.765,24.945,89.8,1,1,1,1,0,1,1
2026-07-02T06:14:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.441,9.27,0.393,0.339,0.829,2.059,9.233,26.954,90.8,1,1,1,1,0,1,1
2026-07-02T06:15:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.134,8.742,0.307,0.528,0.608,2.073,9.72,27.122,93.3,1,1,1,1,0,0,
2026-07-02T06:16:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.42,8.357,0.714,0.385,0.937,2.499,10.139,29.211,94.7,1,1,1,1,0,0,
2026-07-02T06:17:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.168,8.323,0.252,0.034,1.155,2.362,10.744,28.489,93.1,1,1,1,1,0,0,
2026-07-02T06:18:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.985,7.762,0.183,0.561,0.777,2.63,10.818,31.138,92.3,1,1,1,1,0,0,
2026-07-02T06:19:00Z,SYN-010,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.33,7.371,0.655,0.391,1.041,2.658,11.558,31.36,95.8,1,1,1,1,0,0,
2026-07-02T09:00:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.926,13.103,0.0,0.0,0.177,0.544,2.821,14.784,69.2,1,1,1,1,0,1,0
2026-07-02T09:01:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.007,13.191,-0.081,-0.088,0.184,0.643,3.587,15.841,70.7,1,1,1,1,0,1,0
2026-07-02T09:02:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.913,13.167,0.094,0.024,0.254,0.975,4.172,15.704,70.5,1,1,1,1,0,1,0
2026-07-02T09:03:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.014,13.191,-0.101,-0.024,0.177,0.986,4.192,17.091,73.7,1,1,1,1,0,1,0
2026-07-02T09:04:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,13.017,13.205,-0.003,-0.014,0.188,0.982,4.979,18.207,72.0,1,1,1,1,0,1,0
2026-07-02T09:05:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.665,12.883,0.352,0.322,0.218,1.03,5.193,17.545,77.8,1,1,1,1,0,1,0
2026-07-02T09:06:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,12.217,12.294,0.448,0.589,0.077,1.315,5.965,20.231,74.7,1,1,1,1,0,1,0
2026-07-02T09:07:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.722,11.976,0.495,0.318,0.254,1.384,6.208,21.055,79.1,1,1,1,1,0,1,0
2026-07-02T09:08:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,11.289,11.596,0.433,0.38,0.307,1.23,6.485,21.659,81.3,1,1,1,1,0,1,0
2026-07-02T09:09:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.725,11.26,0.564,0.336,0.535,1.552,7.307,22.505,79.0,1,1,1,1,0,1,0
2026-07-02T09:10:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,10.331,10.736,0.394,0.524,0.405,1.638,7.793,22.535,81.5,1,1,1,1,0,1,0
2026-07-02T09:11:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.73,10.384,0.601,0.352,0.654,1.737,7.997,23.824,86.1,1,1,1,1,0,1,1
2026-07-02T09:12:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,9.522,9.965,0.208,0.419,0.443,2.0,8.178,25.469,83.7,1,1,1,1,0,1,1
2026-07-02T09:13:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.947,9.493,0.575,0.472,0.546,2.196,8.665,25.388,84.5,1,1,1,1,0,1,1
2026-07-02T09:14:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.424,9.234,0.523,0.259,0.81,2.215,9.241,26.832,86.7,1,1,1,1,0,1,1
2026-07-02T09:15:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,8.186,8.829,0.238,0.405,0.643,2.421,9.819,28.174,92.0,1,1,1,1,0,0,
2026-07-02T09:16:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.568,8.378,0.618,0.451,0.81,2.474,10.051,28.222,89.3,1,1,1,1,0,0,
2026-07-02T09:17:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,7.272,8.02,0.296,0.358,0.748,2.55,10.729,29.126,91.7,1,1,1,1,0,0,
2026-07-02T09:18:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.794,7.692,0.478,0.328,0.898,2.644,11.055,31.124,98.0,1,1,1,1,0,0,
2026-07-02T09:19:00Z,SYN-011,train,segment_rise,SYNTHETIC-DRAIN-01,1,0,6.482,7.313,0.312,0.379,0.831,2.908,11.792,31.357,97.9,1,1,1,1,0,0,
2026-07-02T12:00:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.855,13.122,0.0,0.0,0.267,0.403,2.539,10.439,60.1,1,1,1,1,0,1,0
2026-07-02T12:01:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.929,13.096,-0.074,0.026,0.167,0.403,2.964,10.945,60.4,1,1,1,1,0,1,0
2026-07-02T12:02:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.91,13.24,0.019,-0.144,0.33,0.463,2.914,11.53,59.7,1,1,1,1,0,1,0
2026-07-02T12:03:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.995,13.205,-0.085,0.035,0.21,0.648,3.255,11.613,67.1,1,1,1,1,0,1,0
2026-07-02T12:04:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,13.12,13.185,-0.125,0.02,0.065,0.795,3.637,12.347,68.1,1,1,1,1,0,1,0
2026-07-02T12:05:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,13.018,13.135,0.102,0.05,0.117,0.776,3.928,13.663,71.2,1,1,1,1,0,1,0
2026-07-02T12:06:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.471,13.1,0.547,0.035,0.629,0.864,4.659,13.947,72.2,1,1,1,1,0,1,0
2026-07-02T12:07:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,11.914,13.131,0.557,-0.031,1.217,0.814,4.661,14.673,68.7,1,1,1,1,0,1,0
2026-07-02T12:08:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,11.416,12.885,0.498,0.246,1.469,1.083,5.256,14.717,70.2,1,1,1,1,0,1,0
2026-07-02T12:09:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,10.898,12.712,0.518,0.173,1.814,1.151,5.471,14.676,73.1,1,1,1,1,0,1,0
2026-07-02T12:10:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,10.325,12.66,0.573,0.052,2.335,1.161,5.606,15.757,72.6,1,1,1,1,0,1,1
2026-07-02T12:11:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,9.715,12.7,0.61,-0.04,2.985,1.265,6.263,15.913,77.6,1,1,1,1,0,1,1
2026-07-02T12:12:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,9.379,12.401,0.336,0.299,3.022,1.175,6.333,17.499,82.1,1,1,1,1,0,1,1
2026-07-02T12:13:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,8.698,12.227,0.681,0.174,3.529,1.344,6.843,17.16,78.3,1,1,1,1,0,1,1
2026-07-02T12:14:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,8.319,12.347,0.379,-0.12,4.028,1.519,7.129,17.99,85.8,1,1,1,1,0,1,1
2026-07-02T12:15:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,7.809,12.232,0.51,0.115,4.423,1.636,7.172,19.069,80.9,1,1,1,1,0,0,
2026-07-02T12:16:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,7.29,12.128,0.519,0.104,4.838,1.484,7.582,19.46,88.2,1,1,1,1,0,0,
2026-07-02T12:17:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,6.674,11.944,0.616,0.184,5.27,1.67,7.928,20.707,88.1,1,1,1,1,0,0,
2026-07-02T12:18:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,6.441,11.95,0.233,-0.006,5.509,1.658,8.048,20.278,87.4,1,1,1,1,0,0,
2026-07-02T12:19:00Z,SYN-012,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,5.857,12.042,0.584,-0.092,6.185,1.929,8.749,21.129,89.7,1,1,1,1,0,0,
2026-07-02T15:00:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.983,13.011,0.0,0.0,0.028,0.463,2.596,9.764,60.3,1,1,1,1,0,1,0
2026-07-02T15:01:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,13.001,13.151,-0.018,-0.14,0.15,0.416,2.86,10.731,58.9,1,1,1,1,0,1,0
2026-07-02T15:02:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.994,13.155,0.007,-0.004,0.161,0.507,2.995,10.636,66.7,1,1,1,1,0,1,0
2026-07-02T15:03:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.988,13.163,0.006,-0.008,0.175,0.501,3.673,11.938,66.6,1,1,1,1,0,1,0
2026-07-02T15:04:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,13.113,13.175,-0.125,-0.012,0.062,0.682,3.871,12.167,65.1,1,1,1,1,0,1,0
2026-07-02T15:05:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,13.031,13.128,0.082,0.047,0.097,0.811,4.013,12.998,66.8,1,1,1,1,0,1,0
2026-07-02T15:06:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.427,13.123,0.604,0.005,0.696,0.764,4.508,13.296,70.8,1,1,1,1,0,1,0
2026-07-02T15:07:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,12.039,13.053,0.388,0.07,1.014,0.999,4.605,13.835,71.9,1,1,1,1,0,1,0
2026-07-02T15:08:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,11.449,13.012,0.59,0.041,1.563,0.881,5.13,14.391,76.0,1,1,1,1,0,1,0
2026-07-02T15:09:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,10.88,12.84,0.569,0.172,1.96,0.98,5.344,14.628,77.2,1,1,1,1,0,1,0
2026-07-02T15:10:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,10.396,12.779,0.484,0.061,2.383,0.982,5.894,16.571,75.0,1,1,1,1,0,1,1
2026-07-02T15:11:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,9.787,12.663,0.609,0.116,2.876,1.234,6.118,17.332,78.4,1,1,1,1,0,1,1
2026-07-02T15:12:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,9.218,12.332,0.569,0.331,3.114,1.399,6.231,16.677,80.0,1,1,1,1,0,1,1
2026-07-02T15:13:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,8.819,12.383,0.399,-0.051,3.564,1.35,6.627,18.378,80.4,1,1,1,1,0,1,1
2026-07-02T15:14:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,8.349,12.309,0.47,0.074,3.96,1.522,6.981,19.051,82.2,1,1,1,1,0,1,1
2026-07-02T15:15:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,7.791,12.232,0.558,0.077,4.441,1.553,7.174,19.547,87.2,1,1,1,1,0,0,
2026-07-02T15:16:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,7.295,12.121,0.496,0.111,4.826,1.606,7.493,19.399,82.1,1,1,1,1,0,0,
2026-07-02T15:17:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,6.699,12.039,0.596,0.082,5.34,1.748,7.701,20.02,85.9,1,1,1,1,0,0,
2026-07-02T15:18:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,6.154,12.048,0.545,-0.009,5.894,1.769,8.149,21.49,92.6,1,1,1,1,0,0,
2026-07-02T15:19:00Z,SYN-013,train,local_blockage,SYNTHETIC-DRAIN-01,1,0,5.863,12.138,0.291,-0.09,6.275,1.606,8.731,20.68,91.5,1,1,1,1,0,0,
2026-07-02T18:00:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,12.862,13.134,0.0,0.0,0.272,1.153,6.844,27.932,82.2,1,1,1,1,0,1,0
2026-07-02T18:01:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,12.961,13.083,-0.099,0.051,0.122,1.068,7.495,29.024,85.3,1,1,1,1,0,1,0
2026-07-02T18:02:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,12.986,13.242,-0.025,-0.159,0.256,1.516,7.752,30.815,84.8,1,1,1,1,0,1,0
2026-07-02T18:03:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,13.008,13.072,-0.022,0.17,0.064,1.762,8.617,31.191,84.3,1,1,1,1,0,1,0
2026-07-02T18:04:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,13.022,13.088,-0.014,-0.016,0.066,1.899,9.537,31.842,88.0,1,1,1,1,0,1,0
2026-07-02T18:05:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,13.05,13.256,-0.028,-0.168,0.206,2.071,9.605,33.973,89.6,1,1,1,1,0,1,0
2026-07-02T18:06:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,13.157,13.102,-0.107,0.154,0.055,2.398,10.394,34.096,85.8,1,1,1,1,0,1,0
2026-07-02T18:07:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,13.087,13.113,0.07,-0.011,0.026,2.255,10.818,35.958,90.7,1,1,1,1,0,1,0
2026-07-02T18:08:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,12.191,12.594,0.896,0.519,0.403,2.55,11.58,37.306,88.3,1,1,1,1,0,1,1
2026-07-02T18:09:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,11.238,11.83,0.953,0.764,0.592,2.907,12.029,37.635,88.6,1,1,1,1,0,1,1
2026-07-02T18:10:00Z,SYN-014,train,critical_fast_rise,SYNTHETIC-DRAIN-01,1,0,10.249,11.085,0.989,0.745,0.836,2.885,12.584,38.114,90.1,1,1,1,1,0,1,1
